student_id,hw_id,deduction_tag,category,points_deducted,evidence_path,note,manual_review_needed,grader,recorded_at
314264001,hw6,COMPUTATIONAL_GRAPH_MISSING,evidence_score,5,submissions/hw6/renamed/hw6_314264001_01_hw6-314264001.ipynb,"Missing graph artifact prevents full code/result/graph/plot traceability, so Level B evidence cap applies.",no,Jason,2026-04-20T19:59:56+08:00
314264011,hw6,CODE_INCOMPLETE,architecture_score,3,submissions/hw6/renamed,"Code and graph show two hidden fully connected layers total; the HW6 rubric expects the original fully connected structure plus two additional hidden layers.",no,Jason,2026-04-20T19:59:56+08:00
314264019,hw6,MISSING_REQUIRED_FILE,completeness_score,2,submissions/hw6/renamed/hw6_314264019_01_hw6.ipynb,"Missing required computational graph artifact; code, result, learned-filter plot, and feature-map plot are present.",no,Jason,2026-04-20T20:03:01+08:00
314264019,hw6,COMPUTATIONAL_GRAPH_MISSING,graph_score,15,submissions/hw6/renamed/hw6_314264019_01_hw6.ipynb,"No computational graph artifact or graph-like notebook output was found for the submitted HW6 model.",no,Jason,2026-04-20T20:03:01+08:00
314264019,hw6,COMPUTATIONAL_GRAPH_MISSING,evidence_score,5,submissions/hw6/renamed/hw6_314264019_01_hw6.ipynb,"Missing graph artifact prevents full code/result/graph/plot traceability, so Level B evidence cap applies.",no,Jason,2026-04-20T20:03:01+08:00
314264023,hw6,MISSING_REQUIRED_FILE,completeness_score,2,submissions/hw6/renamed/hw6_314264023_01_hw06.ipynb,"Missing required computational graph artifact; code, result, learned-filter plot, and feature-map plot are present.",no,Jason,2026-04-20T20:03:01+08:00
314264023,hw6,COMPUTATIONAL_GRAPH_MISSING,graph_score,15,submissions/hw6/renamed/hw6_314264023_01_hw06.ipynb,"No computational graph artifact or graph-like notebook output was found for the submitted HW6 model.",no,Jason,2026-04-20T20:03:01+08:00
314264023,hw6,COMPUTATIONAL_GRAPH_MISSING,evidence_score,5,submissions/hw6/renamed/hw6_314264023_01_hw06.ipynb,"Missing graph artifact prevents full code/result/graph/plot traceability, so Level B evidence cap applies.",no,Jason,2026-04-20T20:03:01+08:00
314264024,hw6,MISSING_REQUIRED_FILE,completeness_score,1,submissions/hw6/renamed/hw6_314264024_01_hw6.ipynb,"Computational graph evidence is present only as text in an unexecuted code cell, not as a rendered graph artifact or report section.",no,Jason,2026-04-20T20:03:01+08:00
314264024,hw6,CODE_INCOMPLETE,graph_score,3,submissions/hw6/renamed/hw6_314264024_01_hw6.ipynb,"Graph is model-specific and notation-aligned, but it is text-only source rather than a rendered slide-style computational graph.",no,Jason,2026-04-20T20:03:01+08:00
